"season","date","visitor","visitor.score","loc","host","host.score","ot","tournament","conference"
1999,"1998-12-13","RIT",5,"@","Nebraska-Omaha",3,"","","NC"
1999,"1998-12-18","Dartmouth",1,"@","Maine",7,"","","NC"
1999,"1998-12-18","Harvard",4,"@","Nebraska-Omaha",1,"","","NC"
1999,"1998-12-19","Harvard",4,"@","Nebraska-Omaha",3,"","","NC"
1999,"1998-12-20","Northeastern",4,"@","Princeton",3,"","","NC"
1999,"1998-12-21","Niagara",3,"@","Merrimack",2,"","","NC"
1999,"1998-12-27","Air Force",1,"@","Dartmouth",8,"","","NC"
1999,"1998-12-27","Lake Superior",0,"@","Denver",4,"","","NC"
1999,"1998-12-27","Princeton",4,"@","Minnesota",1,"","","NC"
1999,"1998-12-27","Yale",4,"@","Wisconsin",2,"","","NC"
1999,"1998-12-28","Vermont",4,"@","Dartmouth",1,"","","NC"
1999,"1998-12-28","Boston College",3,"@","Denver",4,"OT","","NC"
1999,"1998-12-28","Merrimack",5,"@","Rensselaer",6,"OT","","NC"
1999,"1998-12-28","Ohio State",6,"@","Minnesota",5,"","","NC"
1999,"1998-12-28","Cornell",3,"@","Wisconsin",2,"OT","","NC"
1999,"1998-12-29","Iona",3,"@","Connecticut",8,"","","MA"
1999,"1998-12-29","Minnesota-Duluth",1,"@","Rensselaer",4,"","","NC"
1999,"1998-12-29","Massachusetts",3,"@","Western Michigan",4,"","","NC"
1999,"1998-12-30","Alabama-Huntsville",3,"@","Connecticut",0,"","","NC"
1999,"1998-12-30","Massachusetts",1,"@","Western Michigan",0,"","","NC"
1999,"1998-12-31","Nebraska-Omaha",2,"@","Wisconsin",6,"","","NC"
1999,"1999-01-01","Michigan State",4,"@","Alaska",1,"","","CC"
1999,"1999-01-01","Maine",4,"@","Denver",3,"","","NC"
1999,"1999-01-02","Lake Superior",3,"@","Northern Michigan",4,"","","CC"
1999,"1999-01-02","Michigan",0,"@","Ohio State",1,"","","CC"
1999,"1999-01-02","Michigan State",3,"@","Alaska",1,"","","CC"
1999,"1999-01-02","Cornell",2,"@","Clarkson",6,"","","EC"
1999,"1999-01-02","Harvard",4,"@","Dartmouth",2,"","","EC"
1999,"1999-01-02","Yale",0,"@","Rensselaer",3,"","","EC"
1999,"1999-01-02","Colgate",2,"@","St. Lawrence",3,"","","EC"
1999,"1999-01-02","Princeton",3,"@","Union",1,"","","EC"
1999,"1999-01-02","Brown",1,"@","Vermont",1,"OT","","EC"
1999,"1999-01-02","Minnesota",4,"@","Boston College",8,"","","NC"
1999,"1999-01-02","New Hampshire",4,"@","Colorado College",1,"","","NC"
1999,"1999-01-02","Mankato State",3,"@","St. Cloud State",6,"","","NC"
1999,"1999-01-02","Air Force",2,"@","Minnesota-Duluth",7,"","","NC"
1999,"1999-01-02","Notre Dame",1,"@","North Dakota",8,"","","NC"
1999,"1999-01-02","Bowling Green",4,"@","Nebraska-Omaha",2,"","","NC"
1999,"1999-01-03","Michigan State",5,"@","Alaska",0,"","","CC"
1999,"1999-01-03","Colgate",4,"@","Clarkson",3,"OT","","EC"
1999,"1999-01-03","Brown",4,"@","Dartmouth",3,"","","EC"
1999,"1999-01-03","Princeton",1,"@","Rensselaer",4,"","","EC"
1999,"1999-01-03","Cornell",3,"@","St. Lawrence",3,"OT","","EC"
1999,"1999-01-03","Yale",5,"@","Union",1,"","","EC"
1999,"1999-01-03","Harvard",7,"@","Vermont",6,"","","EC"
1999,"1999-01-03","Minnesota",3,"@","Boston College",3,"OT","","NC"
1999,"1999-01-03","Maine",3,"@","Colorado College",3,"OT","","NC"
1999,"1999-01-03","New Hampshire",2,"@","Denver",4,"","","NC"
1999,"1999-01-03","Niagara",3,"@","Holy Cross",0,"","","NC"
1999,"1999-01-03","Mankato State",1,"@","St. Cloud State",3,"","","NC"
1999,"1999-01-03","Massachusetts-Lowell",3,"@","Minnesota-Duluth",0,"","","NC"
1999,"1999-01-03","Notre Dame",4,"@","North Dakota",3,"","","NC"
1999,"1999-01-03","Bowling Green",1,"@","Nebraska-Omaha",6,"","","NC"
1999,"1999-01-05","Maine",4,"@","Boston University",3,"","","HE"
1999,"1999-01-05","Massachusetts",2,"@","Northeastern",8,"","","HE"
1999,"1999-01-05","Providence",7,"@","Cornell",3,"","","NC"
1999,"1999-01-07","Lake Superior",2,"@","Ohio State",8,"","","CC"
1999,"1999-01-08","Notre Dame",4,"@","Bowling Green",1,"","","CC"
1999,"1999-01-08","Miami",1,"@","Michigan State",5,"","","CC"
1999,"1999-01-08","Ferris State",2,"@","Michigan",3,"","","CC"
1999,"1999-01-08","Alaska",2,"@","Western Michigan",3,"","","CC"
1999,"1999-01-08","Union",3,"@","Brown",3,"OT","","EC"
1999,"1999-01-08","Rensselaer",1,"@","Harvard",0,"","","EC"
1999,"1999-01-08","Dartmouth",4,"@","Princeton",2,"","","EC"
1999,"1999-01-08","Vermont",2,"@","Yale",3,"","","EC"
1999,"1999-01-08","Maine",2,"@","Boston College",1,"","","HE"
1999,"1999-01-08","Merrimack",5,"@","Boston University",5,"OT","","HE"
1999,"1999-01-08","Providence",5,"@","Northeastern",3,"","","HE"
1999,"1999-01-08","Holy Cross",3,"@","American International",3,"OT","","MA"
1999,"1999-01-08","Sacred Heart",6,"@","Fairfield",2,"","","MA"
1999,"1999-01-08","Quinnipiac College",3,"@","Iona",1,"","","MA"
1999,"1999-01-08","Canisius",2,"@","Connecticut",5,"","","MA"
1999,"1999-01-08","Alaska-Anchorage",2,"@","Michigan Tech",1,"","","WC"
1999,"1999-01-08","Colorado College",4,"@","St. Cloud State",0,"","","WC"
1999,"1999-01-08","Minnesota-Duluth",3,"@","Wisconsin",4,"","","WC"
1999,"1999-01-08","Augsburg",0,"@","Air Force",3,"","","NC"
1999,"1999-01-08","St. Michael's",2,"@","Army",7,"","","NC"
1999,"1999-01-08","North Dakota",5,"@","Mankato State",4,"","","NC"
1999,"1999-01-08","St. Lawrence",2,"@","Massachusetts-Lowell",5,"","","NC"
1999,"1999-01-08","Clarkson",1,"@","New Hampshire",4,"","","NC"
1999,"1999-01-09","Bowling Green",1,"@","Michigan State",3,"","","CC"
1999,"1999-01-09","Miami",0,"@","Notre Dame",2,"","","CC"
1999,"1999-01-09","Lake Superior",3,"@","Ohio State",2,"","","CC"
1999,"1999-01-09","Ferris State",3,"@","Michigan",4,"","","CC"
1999,"1999-01-09","Alaska",4,"@","Western Michigan",1,"","","CC"
1999,"1999-01-09","Rensselaer",2,"@","Brown",0,"","","EC"
1999,"1999-01-09","Union",3,"@","Harvard",4,"","","EC"
1999,"1999-01-09","Vermont",2,"@","Princeton",3,"","","EC"
1999,"1999-01-09","Dartmouth",2,"@","Yale",2,"OT","","EC"
1999,"1999-01-09","Maine",4,"@","Boston College",7,"","","HE"
1999,"1999-01-09","Northeastern",5,"@","Providence",4,"","","HE"
1999,"1999-01-09","American International",2,"@","Holy Cross",3,"","","MA"
1999,"1999-01-09","Fairfield",4,"@","Sacred Heart",6,"","","MA"
1999,"1999-01-09","Canisius",1,"@","Connecticut",1,"OT","","MA"
1999,"1999-01-09","Minnesota",3,"@","Denver",3,"OT","","WC"
1999,"1999-01-09","Alaska-Anchorage",3,"@","Michigan Tech",4,"OT","","WC"
1999,"1999-01-09","Colorado College",0,"@","St. Cloud State",1,"","","WC"
1999,"1999-01-09","Minnesota-Duluth",2,"@","Wisconsin",5,"","","WC"
1999,"1999-01-09","Augsburg",2,"@","Air Force",8,"","","NC"
1999,"1999-01-09","Geneseo",4,"@","Army",4,"OT","","NC"
1999,"1999-01-09","North Dakota",5,"@","Mankato State",2,"","","NC"
1999,"1999-01-09","Niagara",3,"@","Alabama-Huntsville",4,"OT","","NC"
1999,"1999-01-09","Clarkson",1,"@","Massachusetts-Lowell",4,"","","NC"
1999,"1999-01-10","Boston University",2,"@","Merrimack",4,"","","HE"
1999,"1999-01-10","Minnesota",0,"@","Denver",5,"","","WC"
1999,"1999-01-10","Niagara",3,"@","Alabama-Huntsville",1,"","","NC"
1999,"1999-01-10","St. Lawrence",2,"@","New Hampshire",4,"","","NC"
1999,"1999-01-12","Alaska",1,"@","Ferris State",4,"","","CC"
1999,"1999-01-12","Ohio State",3,"@","Miami",4,"OT","","CC"
1999,"1999-01-12","Quinnipiac College",3,"@","Army",2,"","","NC"
1999,"1999-01-12","Providence",3,"@","Brown",2,"","","NC"
1999,"1999-01-12","Massachusetts-Lowell",7,"@","Union",1,"","","NC"
1999,"1999-01-13","Boston College",1,"@","Harvard",3,"","","NC"
1999,"1999-01-13","Yale",1,"@","Maine",6,"","","NC"
1999,"1999-01-14","Merrimack",1,"@","New Hampshire",6,"","","HE"
1999,"1999-01-15","Michigan State",2,"@","Bowling Green",2,"OT","","CC"
1999,"1999-01-15","Michigan",0,"@","Ferris State",4,"","","CC"
1999,"1999-01-15","Lake Superior",3,"@","Miami",7,"","","CC"
1999,"1999-01-15","Alaska",2,"@","Notre Dame",6,"","","CC"
1999,"1999-01-15","Northern Michigan",6,"@","Western Michigan",2,"","","CC"
1999,"1999-01-15","St. Lawrence",4,"@","Dartmouth",3,"","","EC"
1999,"1999-01-15","Clarkson",4,"@","Vermont",2,"","","EC"
1999,"1999-01-15","Northeastern",1,"@","Boston College",5,"","","HE"
1999,"1999-01-15","Massachusetts",1,"@","Providence",8,"","","HE"
1999,"1999-01-15","Fairfield",2,"@","Canisius",8,"","","MA"
1999,"1999-01-15","Holy Cross",2,"@","Iona",6,"","","MA"
1999,"1999-01-15","American International",4,"@","Quinnipiac College",6,"","","MA"
1999,"1999-01-15","Connecticut",2,"@","Sacred Heart",2,"OT","","MA"
1999,"1999-01-15","North Dakota",5,"@","Colorado College",4,"","","WC"
1999,"1999-01-15","St. Cloud State",2,"@","Michigan Tech",4,"","","WC"
1999,"1999-01-15","Wisconsin",1,"@","Alaska-Anchorage",3,"","","WC"
1999,"1999-01-15","Denver",3,"@","Minnesota-Duluth",4,"","","WC"
1999,"1999-01-15","Brockport",4,"@","Army",5,"OT","","NC"
1999,"1999-01-15","Ohio State",5,"@","Cornell",3,"","","NC"
1999,"1999-01-15","Brown",1,"@","Niagara",4,"","","NC"
1999,"1999-01-15","Mankato State",6,"@","Minnesota",6,"OT","","NC"
1999,"1999-01-15","Air Force",2,"@","Nebraska-Omaha",6,"","","NC"
1999,"1999-01-15","Massachusetts-Lowell",2,"@","Yale",1,"","","NC"
1999,"1999-01-16","Lake Superior",4,"@","Bowling Green",5,"","","CC"
1999,"1999-01-16","Northern Michigan",2,"@","Ferris State",1,"","","CC"
1999,"1999-01-16","Michigan State",5,"@","Miami",1,"","","CC"
1999,"1999-01-16","Alaska",1,"@","Notre Dame",6,"","","CC"
1999,"1999-01-16","Western Michigan",3,"@","Michigan",6,"","","CC"
1999,"1999-01-16","Clarkson",6,"@","Dartmouth",1,"","","EC"
1999,"1999-01-16","Rensselaer",4,"@","Union",1,"","","EC"
1999,"1999-01-16","St. Lawrence",6,"@","Vermont",0,"","","EC"
1999,"1999-01-16","New Hampshire",5,"@","Merrimack",1,"","","HE"
1999,"1999-01-16","Quinnipiac College",4,"@","American International",5,"","","MA"
1999,"1999-01-16","Fairfield",3,"@","Canisius",7,"","","MA"
1999,"1999-01-16","Holy Cross",7,"@","Iona",3,"","","MA"
1999,"1999-01-16","Sacred Heart",4,"@","Connecticut",1,"","","MA"
1999,"1999-01-16","North Dakota",5,"@","Colorado College",1,"","","WC"
1999,"1999-01-16","St. Cloud State",2,"@","Michigan Tech",4,"","","WC"
1999,"1999-01-16","Wisconsin",1,"@","Alaska-Anchorage",2,"","","WC"
1999,"1999-01-16","Denver",4,"@","Minnesota-Duluth",2,"","","WC"
1999,"1999-01-16","Brockport",2,"@","Army",5,"","","NC"
1999,"1999-01-16","Brown",6,"@","Niagara",2,"","","NC"
1999,"1999-01-16","Mankato State",2,"@","Minnesota",2,"OT","","NC"
1999,"1999-01-16","Air Force",0,"@","Nebraska-Omaha",4,"","","NC"
1999,"1999-01-17","Northeastern",3,"@","Boston University",1,"","","HE"
1999,"1999-01-17","Massachusetts",0,"@","Maine",5,"","","HE"
1999,"1999-01-17","Providence",5,"@","Massachusetts-Lowell",2,"","","HE"
1999,"1999-01-17","Ohio State",2,"@","Colgate",2,"OT","","NC"
1999,"1999-01-19","Army",2,"@","Sacred Heart",1,"","","NC"
1999,"1999-01-20","Quinnipiac College",5,"@","Fairfield",1,"","","MA"
1999,"1999-01-21","Ferris State",0,"@","Ohio State",3,"","","CC"
1999,"1999-01-21","Bowling Green",4,"@","Michigan",5,"","","CC"
1999,"1999-01-22","Michigan State",4,"@","Lake Superior",1,"","","CC"
1999,"1999-01-22","Notre Dame",3,"@","Northern Michigan",3,"OT","","CC"
1999,"1999-01-22","Colgate",0,"@","Cornell",2,"","","EC"
1999,"1999-01-22","Providence",3,"@","Boston College",0,"","","HE"
1999,"1999-01-22","Maine",5,"@","Merrimack",2,"","","HE"
1999,"1999-01-22","Massachusetts",2,"@","Northeastern",2,"OT","","HE"
1999,"1999-01-22","New Hampshire",3,"@","Massachusetts-Lowell",1,"","","HE"
1999,"1999-01-22","Fairfield",3,"@","American International",9,"","","MA"
1999,"1999-01-22","Holy Cross",4,"@","Sacred Heart",2,"","","MA"
1999,"1999-01-22","Michigan Tech",2,"@","Colorado College",3,"","","WC"
1999,"1999-01-22","St. Cloud State",6,"@","Minnesota-Duluth",3,"","","WC"
1999,"1999-01-22","Minnesota",4,"@","North Dakota",5,"","","WC"
1999,"1999-01-22","Niagara",1,"@","Air Force",4,"","","NC"
1999,"1999-01-22","Western Michigan",2,"@","Rensselaer",5,"","","NC"
1999,"1999-01-22","Nebraska-Omaha",0,"@","Alaska",4,"","","NC"
1999,"1999-01-22","Army",0,"@","Union",2,"","","NC"
1999,"1999-01-23","Ferris State",4,"@","Bowling Green",4,"OT","","CC"
1999,"1999-01-23","Notre Dame",1,"@","Lake Superior",3,"","","CC"
1999,"1999-01-23","Michigan State",1,"@","Northern Michigan",1,"OT","","CC"
1999,"1999-01-23","Michigan",1,"@","Ohio State",1,"OT","","CC"
1999,"1999-01-23","St. Lawrence",4,"@","Clarkson",5,"","","EC"
1999,"1999-01-23","Cornell",1,"@","Colgate",1,"OT","","EC"
1999,"1999-01-23","Vermont",1,"@","Dartmouth",3,"","","EC"
1999,"1999-01-23","Maine",4,"@","Merrimack",3,"","","HE"
1999,"1999-01-23","Boston College",5,"@","Providence",2,"","","HE"
1999,"1999-01-23","Boston University",4,"@","Massachusetts",5,"","","HE"
1999,"1999-01-23","Massachusetts-Lowell",1,"@","New Hampshire",4,"","","HE"
1999,"1999-01-23","Quinnipiac College",3,"@","Canisius",3,"OT","","MA"
1999,"1999-01-23","American International",3,"@","Fairfield",6,"","","MA"
1999,"1999-01-23","Sacred Heart",2,"@","Holy Cross",4,"","","MA"
1999,"1999-01-23","Iona",3,"@","Connecticut",3,"OT","","MA"
1999,"1999-01-23","Michigan Tech",1,"@","Colorado College",3,"","","WC"
1999,"1999-01-23","Alaska-Anchorage",3,"@","Denver",4,"OT","","WC"
1999,"1999-01-23","Minnesota-Duluth",3,"@","St. Cloud State",5,"","","WC"
1999,"1999-01-23","Minnesota",5,"@","North Dakota",6,"","","WC"
1999,"1999-01-23","Niagara",2,"@","Air Force",3,"","","NC"
1999,"1999-01-23","Yale",5,"@","Army",1,"","","NC"
1999,"1999-01-23","Western Michigan",0,"@","Rensselaer",2,"","","NC"
1999,"1999-01-23","Nebraska-Omaha",0,"@","Alaska",7,"","","NC"
1999,"1999-01-23","Mankato State",4,"@","Wisconsin",2,"","","NC"
1999,"1999-01-24","Quinnipiac College",3,"@","Canisius",3,"OT","","MA"
1999,"1999-01-24","Alaska-Anchorage",1,"@","Denver",2,"","","WC"
1999,"1999-01-24","Northeastern",5,"@","Brown",5,"OT","","NC"
1999,"1999-01-24","Mankato State",2,"@","Wisconsin",3,"","","NC"
1999,"1999-01-26","Massachusetts",1,"@","Boston College",7,"","","HE"
1999,"1999-01-26","Princeton",4,"@","Army",1,"","","NC"
1999,"1999-01-28","Merrimack",2,"@","Brown",3,"","","NC"
1999,"1999-01-29","Miami",5,"@","Ferris State",1,"","","CC"
1999,"1999-01-29","Bowling Green",3,"@","Lake Superior",2,"","","CC"
1999,"1999-01-29","Michigan",3,"@","Michigan State",3,"OT","","CC"
1999,"1999-01-29","Western Michigan",1,"@","Ohio State",3,"","","CC"
1999,"1999-01-29","Northern Michigan",3,"@","Alaska",2,"","","CC"
1999,"1999-01-29","Cornell",2,"@","Princeton",3,"","","EC"
1999,"1999-01-29","St. Lawrence",5,"@","Rensselaer",4,"","","EC"
1999,"1999-01-29","Clarkson",5,"@","Union",3,"","","EC"
1999,"1999-01-29","Colgate",1,"@","Yale",5,"","","EC"
1999,"1999-01-29","New Hampshire",5,"@","Northeastern",4,"","","HE"
1999,"1999-01-29","Maine",7,"@","Providence",4,"","","HE"
1999,"1999-01-29","Boston College",3,"@","Massachusetts",1,"","","HE"
1999,"1999-01-29","Boston University",1,"@","Massachusetts-Lowell",4,"","","HE"
1999,"1999-01-29","Holy Cross",4,"@","Canisius",1,"","","MA"
1999,"1999-01-29","Quinnipiac College",3,"@","Fairfield",1,"","","MA"
1999,"1999-01-29","Iona",4,"@","Sacred Heart",8,"","","MA"
1999,"1999-01-29","American International",2,"@","Connecticut",5,"","","MA"
1999,"1999-01-29","St. Cloud State",1,"@","Alaska-Anchorage",1,"OT","","WC"
1999,"1999-01-29","North Dakota",4,"@","Minnesota-Duluth",3,"","","WC"
1999,"1999-01-29","Michigan Tech",2,"@","Minnesota",4,"","","WC"
1999,"1999-01-29","Denver",5,"@","Wisconsin",5,"OT","","WC"
1999,"1999-01-29","Nichols",1,"@","Army",14,"","","NC"
1999,"1999-01-29","Niagara",8,"@","Nebraska-Omaha",2,"","","NC"
1999,"1999-01-30","Miami",2,"@","Ferris State",2,"OT","","CC"
1999,"1999-01-30","Bowling Green",3,"@","Lake Superior",4,"OT","","CC"
1999,"1999-01-30","Michigan",2,"@","Notre Dame",3,"","","CC"
1999,"1999-01-30","Western Michigan",0,"@","Ohio State",8,"","","CC"
1999,"1999-01-30","Northern Michigan",2,"@","Alaska",2,"OT","","CC"
1999,"1999-01-30","Colgate",1,"@","Princeton",2,"","","EC"
1999,"1999-01-30","Clarkson",5,"@","Rensselaer",3,"","","EC"
1999,"1999-01-30","St. Lawrence",4,"@","Union",0,"","","EC"
1999,"1999-01-30","Dartmouth",2,"@","Vermont",3,"OT","","EC"
1999,"1999-01-30","Cornell",2,"@","Yale",4,"","","EC"
1999,"1999-01-30","Providence",2,"@","New Hampshire",4,"","","HE"
1999,"1999-01-30","Connecticut",4,"@","American International",2,"","","MA"
1999,"1999-01-30","Holy Cross",2,"@","Canisius",3,"","","MA"
1999,"1999-01-30","Sacred Heart",7,"@","Iona",3,"","","MA"
1999,"1999-01-30","Fairfield",0,"@","Quinnipiac College",10,"","","MA"
1999,"1999-01-30","St. Cloud State",1,"@","Alaska-Anchorage",1,"OT","","WC"
1999,"1999-01-30","North Dakota",2,"@","Minnesota-Duluth",2,"OT","","WC"
1999,"1999-01-30","Michigan Tech",2,"@","Minnesota",4,"","","WC"
1999,"1999-01-30","Denver",5,"@","Wisconsin",0,"","","WC"
1999,"1999-01-30","Brown",3,"@","Mankato State",0,"","","NC"
1999,"1999-01-30","Army",7,"@","Scranton",0,"","","NC"
1999,"1999-01-30","Niagara",1,"@","Nebraska-Omaha",3,"","","NC"
1999,"1999-01-31","Massachusetts-Lowell",4,"@","Merrimack",3,"","","HE"
1999,"1999-01-31","Brown",8,"@","Mankato State",3,"","","NC"
1999,"1999-02-02","Sacred Heart",1,"@","Quinnipiac College",6,"","","MA"
1999,"1999-02-05","Ohio State",3,"@","Bowling Green",2,"","","CC"
1999,"1999-02-05","Michigan State",2,"@","Notre Dame",2,"OT","","CC"
1999,"1999-02-05","Lake Superior",6,"@","Michigan",3,"","","CC"
1999,"1999-02-05","Alaska",3,"@","Western Michigan",6,"","","CC"
1999,"1999-02-05","Dartmouth",1,"@","Clarkson",2,"","","EC"
1999,"1999-02-05","Princeton",1,"@","Colgate",3,"","","EC"
1999,"1999-02-05","Yale",2,"@","Cornell",1,"","","EC"
1999,"1999-02-05","Brown",3,"@","Rensselaer",7,"","","EC"
1999,"1999-02-05","Vermont",1,"@","St. Lawrence",1,"OT","","EC"
1999,"1999-02-05","Harvard",1,"@","Union",1,"OT","","EC"
1999,"1999-02-05","Massachusetts",4,"@","Boston College",5,"OT","","HE"
1999,"1999-02-05","Merrimack",3,"@","Boston University",6,"","","HE"
1999,"1999-02-05","Maine",5,"@","Northeastern",1,"","","HE"
1999,"1999-02-05","Providence",5,"@","Massachusetts-Lowell",2,"","","HE"
1999,"1999-02-05","Fairfield",1,"@","Holy Cross",5,"","","MA"
1999,"1999-02-05","Canisius",5,"@","Iona",2,"","","MA"
1999,"1999-02-05","Connecticut",1,"@","Quinnipiac College",0,"","","MA"
1999,"1999-02-05","Minnesota",1,"@","Colorado College",5,"","","WC"
1999,"1999-02-05","North Dakota",9,"@","Michigan Tech",3,"","","WC"
1999,"1999-02-05","Wisconsin",5,"@","St. Cloud State",4,"OT","","WC"
1999,"1999-02-05","Minnesota-Duluth",3,"@","Alaska-Anchorage",5,"","","WC"
1999,"1999-02-05","Denver",7,"@","Air Force",3,"","","NC"
1999,"1999-02-06","Western Michigan",4,"@","Bowling Green",1,"","","CC"
1999,"1999-02-06","Alaska",2,"@","Notre Dame",5,"","","CC"
1999,"1999-02-06","Ohio State",3,"@","Michigan",2,"","","CC"
1999,"1999-02-06","Vermont",2,"@","Clarkson",3,"","","EC"
1999,"1999-02-06","Yale",4,"@","Colgate",4,"OT","","EC"
1999,"1999-02-06","Princeton",4,"@","Cornell",8,"","","EC"
1999,"1999-02-06","Dartmouth",3,"@","St. Lawrence",4,"OT","","EC"
1999,"1999-02-06","Brown",5,"@","Union",2,"","","EC"
1999,"1999-02-06","Massachusetts-Lowell",4,"@","Providence",2,"","","HE"
1999,"1999-02-06","Merrimack",1,"@","Massachusetts",3,"","","HE"
1999,"1999-02-06","Holy Cross",4,"@","Fairfield",1,"","","MA"
1999,"1999-02-06","Canisius",4,"@","Iona",3,"","","MA"
1999,"1999-02-06","Quinnipiac College",4,"@","Connecticut",1,"","","MA"
1999,"1999-02-06","Minnesota",1,"@","Colorado College",3,"","","WC"
1999,"1999-02-06","North Dakota",3,"@","Michigan Tech",1,"","","WC"
1999,"1999-02-06","Wisconsin",3,"@","St. Cloud State",1,"","","WC"
1999,"1999-02-06","Minnesota-Duluth",0,"@","Alaska-Anchorage",0,"OT","","WC"
1999,"1999-02-06","Mankato State",4,"@","Denver",6,"","","NC"
1999,"1999-02-07","New Hampshire",3,"@","Maine",4,"","","HE"
1999,"1999-02-07","Mankato State",2,"@","Air Force",0,"","","NC"
1999,"1999-02-11","Colorado College",4,"@","Wisconsin",5,"","","WC"
1999,"1999-02-12","Miami",3,"@","Lake Superior",5,"","","CC"
1999,"1999-02-12","Notre Dame",0,"@","Michigan State",1,"","","CC"
1999,"1999-02-12","Ohio State",6,"@","Northern Michigan",2,"","","CC"
1999,"1999-02-12","Bowling Green",3,"@","Alaska",4,"OT","","CC"
1999,"1999-02-12","Ferris State",5,"@","Western Michigan",2,"","","CC"
1999,"1999-02-12","Princeton",5,"@","Brown",4,"","","EC"
1999,"1999-02-12","Rensselaer",4,"@","Clarkson",6,"","","EC"
1999,"1999-02-12","Colgate",2,"@","Dartmouth",5,"","","EC"
1999,"1999-02-12","Yale",2,"@","Harvard",3,"","","EC"
1999,"1999-02-12","Union",2,"@","St. Lawrence",8,"","","EC"
1999,"1999-02-12","Cornell",3,"@","Vermont",2,"","","EC"
1999,"1999-02-12","New Hampshire",2,"@","Boston University",2,"OT","","HE"
1999,"1999-02-12","Merrimack",5,"@","Northeastern",2,"","","HE"
1999,"1999-02-12","Massachusetts",1,"@","Massachusetts-Lowell",2,"","","HE"
1999,"1999-02-12","Canisius",2,"@","American International",3,"","","MA"
1999,"1999-02-12","Iona",10,"@","Fairfield",3,"","","MA"
1999,"1999-02-12","Holy Cross",1,"@","Connecticut",0,"","","MA"
1999,"1999-02-12","Michigan Tech",5,"@","Minnesota-Duluth",4,"OT","","WC"
1999,"1999-02-12","Denver",3,"@","North Dakota",7,"","","WC"
